單位,電話,地址,FLOOR_X,FLOOR_Y
源泉派出所,04-8792374,彰化縣二水鄉源泉村月眉巷1之1號,213817.000000,2632904.000000
萬興派出所,04-8682039,彰化縣二林鎮永興里二溪路六段395號,191048.000000,2650053.000000
二林分駐所,04-8961072,彰化縣二林鎮東和里斗苑路五段110號,185835.000000,2644043.000000
原斗派出所,04-8902041,彰化縣二林鎮原斗里斗苑路一段915號,191569.000000,2643706.000000
大村分駐所,04-8522014,彰化縣大村鄉大村村茄苳路一段50號,203680.000000,2654630.000000
村上派出所,04-8525474,彰化縣大村鄉村上村中山路二段246號,205663.000000,2653900.000000
大城分駐所,04-8941012,彰化縣大城鄉東城村東平路114號,181009.000000,2639175.000000
西港派出所,04-8941334,彰化縣大城鄉草港村中央路10號,177670.000000,2639970.000000
北斗分局,04-8882010,彰化縣北斗鎮新政里光復路215號,201512.000000,2641236.000000
北斗派出所,04-8882604,彰化縣北斗鎮新政里光復路215號,201512.000000,2641236.000000
永靖分駐所,04-8221813,彰化縣永靖鄉永東村中山路二段17號,203919.000000,2646271.000000
同安派出所,04-8222159,彰化縣永靖鄉同安村永福路一段692號,201922.000000,2646706.000000
田中分局,04-8756910,彰化縣田中鎮沙崙里興酪路一段299號,206679.000000,2638198.000000
田中派出所,04-8742051,彰化縣田中鎮新民里公館路240號,207816.000000,2638802.000000
內安派出所,04-8742008,彰化縣田中鎮碧峰村中南路二段601號,209434.000000,2638790.000000
海豐派出所,04-8222160,彰化縣田尾鄉陸峰村民生路三段280號,199394.000000,2645990.000000
田尾分駐所,04-8832854,彰化縣田尾鄉陸豐村光復路三段138號,201757.000000,2643200.000000
永安派出所,04-8972684,彰化縣竹塘鄉永安村東陽路二段221號,187101.000000,2638168.000000
竹塘分駐所,04-8972014,彰化縣竹塘鄉竹塘村竹塘路一段255號,191519.000000,2639910.000000
伸港分駐所,04-7982044,彰化縣伸港鄉新港村新港路310號,197810.000000,2671598.000000
秀安派出所,04-7692304,彰化縣秀水鄉安溪村安溪街6號,200160.000000,2659601.000000
秀水分駐所,04-7692964,彰化縣秀水鄉埔崙村民生街787、789號,198600.000000,2657935.000000
馬鳴派出所,04-7692082,彰化縣秀水鄉鶴鳴村彰鹿路98號,199695.000000,2660775.000000
大霞派出所,04-7555564,彰化縣和美鎮大霞里彰和路三段420號,199566.000000,2666364.000000
和美分局,04-7552031,彰化縣和美鎮和東里彰美路五段328號,199134.000000,2667409.000000
和美派出所,04-7554005,彰化縣和美鎮和東里彰美路五段328號,199134.000000,2667409.000000
中寮派出所,04-7355184,彰化縣和美鎮犁盛里彰新路三段10號,202543.000000,2666773.000000
塗厝派出所,04-7555584,彰化縣和美鎮塗庴里和厝二段341號,199740.000000,2669910.000000
嘉犁派出所,04-7555574,彰化縣和美鎮彰美路三段418號,200844.000000,2666537.000000
社頭分駐所,04-8732036,彰化縣社頭鄉社頭村員集路二段210號,208057.000000,2643846.000000
朝興派出所,04-8732174,彰化縣社頭鄉朝興村水源路12號,210294.000000,2644387.000000
安山派出所,04-8590056,彰化縣芬園鄉大彰路三段一四七巷63號,210734.000000,2653863.000000
縣庄派出所,049-2525151,彰化縣芬園鄉圳墘村彰南路二段131號,213116.000000,2653711.000000
芬園分駐所,049-2522419,彰化縣芬園鄉芬園村彰南路四段175號,212188.000000,2656756.000000
三家派出所,04-7862454,彰化縣花壇鄉三春村彰員路109號,205878.000000,2656710.000000
花壇分駐所,04-7862014,彰化縣花壇鄉長沙村中正路1號,204122.000000,2658230.000000
芳苑分局,04-8960013,彰化縣芳苑鄉三合村斗苑路三合段522號,183593.000000,2644840.000000
王功派出所,04-8932151,彰化縣芳苑鄉王功村芳漢路王功段600號,182983.000000,2651403.000000
芳苑派出所,04-8983432,彰化縣芳苑鄉信義村芳新路20號,180374.000000,2646901.000000
草湖派出所,04-8862438,彰化縣芳苑鄉建平村二溪路草二段272號,187168.000000,2650004.000000
路上派出所,04-8983844,彰化縣芳苑鄉路平村上林路路上段338號,182461.000000,2643283.000000
漢寶派出所,04-8991219,彰化縣芳苑鄉漢寶村草漢路漢寶段495號,187411.000000,2655715.000000
員林分局,04-8320114,彰化縣員林鎮三和里大同路一段319號,207212.000000,2650935.000000
員林派出所,04-8320767,彰化縣員林鎮三和里大同路一段319號,207212.000000,2650935.000000
林厝派出所,04-8313012,彰化縣員林鎮林庴里山腳路一段462號,209402.000000,2648810.000000
莒光派出所,04-8357857,彰化縣員林鎮南興里員大路一段17號,205424.000000,2650934.000000
東山派出所,04-8313374,彰化縣員林鎮鎮興里山腳路四段2號,209358.000000,2651046.000000
埔心分駐所,04-8291545,彰化縣埔心鄉義民村員鹿路二段424號,203373.000000,2649895.000000
舊館派出所,04-8292854,彰化縣埔心鄉舊館村員鹿路四段182號,201743.000000,2649390.000000
埔鹽分駐所,04-8653553,彰化縣埔鹽鄉好修村員鹿路二段160號,195054.000000,2655951.000000
埔東派出所,04-8653784,彰化縣埔鹽鄉埔鹽村中正路48號,196626.000000,2654773.000000
埤頭分駐所,04-8922041,彰化縣埤頭鄉合興村斗苑西路305號,194820.000000,2643149.000000
中和派出所,04-8896155,彰化縣埤頭鄉忠和村溪林路337號,194861.000000,2638130.000000
鹿港分局,04-7772001,彰化縣鹿港鎮永安里東興路300號,192848.000000,2661695.000000
和興派出所,04-7772119,彰化縣鹿港鎮泰興里中山路108號,192677.000000,2660997.000000
海埔派出所,04-7775565,彰化縣鹿港鎮海埔里鹿草路二段909號,193493.000000,2664493.000000
草港派出所,04-7713404,彰化縣鹿港鎮草中里草港巷125號,194866.000000,2666938.000000
頂番派出所,04-7711934,彰化縣鹿港鎮頂番里鹿和路四段25號,197264.000000,2664668.000000
鹿港派出所,04-7772118,彰化縣鹿港鎮順興里中山路300號,192371.000000,2661464.000000
三條派出所,04-8895432,彰化縣溪州鄉北條村南九甲巷5號,198501.000000,2636010.000000
成功派出所,04-8802163,彰化縣溪州鄉成功村庄中巷20號,203917.000000,2635830.000000
溪州分駐所,04-8895029,彰化縣溪州鄉溪洲村中山路三段292號,198424.000000,2638830.000000
忠覺派出所,04-8852814,彰化縣溪湖鎮大庭里崙仔腳路66號,198293.000000,2649340.000000
溪湖派出所,04-8852404,彰化縣溪湖鎮光平里員鹿路三段262號,197029.000000,2650980.000000
溪湖分局,04-8852026,彰化縣溪湖鎮湖東里青雅路88號,197432.000000,2651464.000000
大竹派出所,04-7381107,彰化縣彰化市大竹里彰南路二段160號,207355.000000,2664483.000000
中華路派出所,04-7223507,彰化縣彰化市中央里中華路193號,203175.000000,2663755.000000
泰和派出所,04-7237560,彰化縣彰化市古夷里泰和路二段399號,204866.000000,2665696.000000
彰化分局,04-7222439,彰化縣彰化市永福里民生路234號,203518.000000,2664014.000000
中正派出所,04-7633696,彰化縣彰化市西勢街150號,202452.000000,2664288.000000
快官派出所,04-7381006,彰化縣彰化市快官里彰南路五段26號,210730.000000,2662641.000000
八卦山派出所,04-7284292,彰化縣彰化市卦山里中山路2段456號,203688.000000,2663684.000000
民生路派出所,04-7228644,彰化縣彰化市信義里民生路322號,203481.000000,2664340.000000
彰化縣警察局,04-7619881,彰化縣彰化市南瑤里中正路二段778號,202674.000000,2662394.000000
民族路派出所,04-7228433,彰化縣彰化市南瑤里南瑤路257號,203212.000000,2663049.000000
莿桐派出所,04-7523151,彰化縣彰化市莿桐里彰鹿路6號,201179.000000,2662185.000000
外中派出所,04-7792048,彰化縣福興鄉外中村外中街237號,196292.000000,2657074.000000
洪堀派出所,04-7704441,彰化縣福興鄉秀厝村福三路三段468號,191683.000000,2658462.000000
福興分駐所,04-7775405,彰化縣福興鄉橋頭村彰鹿路七段489號,193473.000000,2660445.000000
線西分駐所,04-7584125,彰化縣線西鄉寓埔村中央路二段65號,196185.000000,2669638.000000
大甲分局,04-26872039,臺中市大甲區大甲里文武路1號,212121.000000,2693325.000000
大甲派出所,04-26872047,臺中市大甲區大甲里文武路1號,212121.000000,2693325.000000
西岐派出所,04-26811330,臺中市大甲區西岐里順帆路94號,212359.000000,2701590.000000
日南派出所,04-26813700,臺中市大甲區孟春里中山路2段165號,214848.000000,2697071.000000
大安分駐所,04-26713320,臺中市大安區中庄村中山南路300號,208178.000000,2693434.000000
海墘派出所,04-26875845,臺中市大安區海墘村大安港路1160號,208074.000000,2697117.000000
追分派出所,04-26932108,臺中市大肚區王田村沙田路1段290號,206303.000000,2668550.000000
瑞井派出所,04-26910205,臺中市大肚區遊園路1之1號,206646.000000,2671970.000000
大肚分駐所,04-26992167,臺中市大肚區頂街村沙田路3段38號,203688.000000,2672280.000000
仁化派出所,04-24952010,臺中市大里區仁化里仁化路198號,221066.000000,2665533.000000
內新派出所,04-24875584,臺中市大里區內新里中興路2段598號,218469.000000,2667810.000000
十九甲派出所,04-22706613,臺中市大里區立德里立元路115號,219516.000000,2666387.000000
成功派出所,04-24969293,臺中市大里區成功路9號,219264.000000,2664451.000000
國光派出所,04-24180231,臺中市大里區新里里永大街136號,217501.000000,2667140.000000
大里分駐所,04-24060634,臺中市大里區新里里新興路5號,217142.000000,2665909.000000
馬岡派出所,04-25662064,臺中市大雅區三和村雅潭路150號,216208.000000,2678999.000000
大雅分駐所,04-25662054,臺中市大雅區大雅村中清路2段172號,214162.000000,2679962.000000
繼中派出所,04-22224119,臺中市中區中山路9號,217860.000000,2670266.000000
大誠分駐所,04-22221373,臺中市中區成功路302號,217425.000000,2671007.000000
坪林派出所,04-23937396,臺中市太平區中山路1段215號,222800.000000,2670800.000000
太平分局,04-23938100,臺中市太平區中山路1段215號,222800.000000,2670800.000000
太平派出所,04-22780418,臺中市太平區中興東路21號,221479.000000,2669434.000000
宏龍派出所,04-22702700,臺中市太平區光隆里光興路900號,222568.000000,2667175.000000
頭汴派出所,04-22704962,臺中市太平區長龍路2段11巷2號,224645.000000,2668740.000000
新平派出所,04-23912446,臺中市太平區新平路3段72號,221578.000000,2671715.000000
水湳派出所,04-22912715,臺中市北屯區中清路99號,216285.000000,2674827.000000
文昌派出所,04-22377714,臺中市北屯區文昌東三街48號,217557.000000,2673931.000000
北屯派出所,04-22332712,臺中市北屯區北屯路106號,218925.000000,2673216.000000
第五分局,04-22341902,臺中市北屯區北屯路106號,218925.000000,2673216.000000
四平派出所,04-24222714,臺中市北屯區昌平路二段63號,217704.000000,2676388.000000
東山派出所,04-22392713,臺中市北屯區東山路二段30號,223623.000000,2674893.000000
松安派出所,04-22461713,臺中市北屯區松竹路二段5號,219507.000000,2675250.000000
育才派出所,04-22223695,臺中市北區三民路三段128號,217958.000000,2671730.000000
文正派出所,04-22011252,臺中市北區中正路440號,216936.000000,2671342.000000
立人派出所,04-22973545,臺中市北區天津路一段2號,216311.000000,2673874.000000
臺中公園駐在所,04-22230097,臺中市北區自由路二段237之1號,217998.000000,2670852.000000
第二分局,04-22351200,臺中市北區賴福里太原路二段228號,217714.000000,2673367.000000
永興派出所,04-22352700,臺中市北區賴福里太原路二段228號,217714.000000,2673367.000000
安定派出所,04-26831522,臺中市外埔區土城村土城路110號,219975.000000,2693293.000000
外埔分駐所,04-26832690,臺中市外埔區大同村六分路350號,215033.000000,2691867.000000
石岡分駐所,04-25722781,臺中市石岡區九房村豐勢路1021號,227763.000000,2685473.000000
土牛派出所,04-25817493,臺中市石岡區和盛村豐勢路19號,231334.000000,2683839.000000
月眉派出所,04-25562384,臺中市后里區眉山村三月路19號,218758.000000,2689767.000000
泰安派出所,04-25562340,臺中市后里區泰安村安眉路1號,224808.000000,2690949.000000
后里分駐所,04-25562037,臺中市后里區墩西村公安路88號,220583.000000,2688854.000000
義里派出所,04-25562333,臺中市后里區墩東村三豐路209號,221758.000000,2688809.000000
工業區派出所,04-23596317,臺中市西屯區工業五路二號2樓,210096.000000,2673300.000000
臺中市政府警察局,04-23289100,臺中市西屯區文心路二段588號,214265.000000,2672740.000000
第六分局,04-22513284,臺中市西屯區市政路456號,213318.000000,2672734.000000
市政派出所,04-22513312,臺中市西屯區市政路456號,213318.000000,2672734.000000
何安派出所,04-23149343,臺中市西屯區甘肅路106號,215362.000000,2673475.000000
西屯派出所,04-27012717,臺中市西屯區西屯路三段40號,213216.000000,2675122.000000
都會公園駐在小隊,04-24617408,臺中市西屯區西平南巷30之3號,209011.000000,2677869.000000
永福派出所,04-24613010,臺中市西屯區福科路370、372、376號,211350.000000,2675525.000000
協和派出所,04-23593736,臺中市西屯區臺中港路三段151號,210265.000000,2675442.000000
西區分駐所,04-22222632,臺中市西區三民路一段178號,217049.000000,2670374.000000
第一分局,04-22223725,臺中市西區三民路一段178號,217049.000000,2670374.000000
民權派出所,04-22012710,臺中市西區民權路258號,216541.000000,2671255.000000
公益派出所,04-24727640,臺中市西區精誠二十三街30號,215088.000000,2671215.000000
清泉派出所,04-26153884,臺中市沙鹿區中公明里中清路2之39號,210394.000000,2682330.000000
明秀派出所,04-26314309,臺中市沙鹿區六路里區南路1段450號,206421.000000,2679050.000000
沙鹿分駐所,04-26625032,臺中市沙鹿區北勢里區政路12號,205231.000000,2681170.000000
大棟派出所,04-25971106,臺中市和平區中坑村雪山路2號,240577.000000,2681716.000000
天輪派出所,04-25941193,臺中市和平區天輪村東關路2段33號,242571.000000,2675145.000000
勝光派出所,04-25901004,臺中市和平區平等村中興路1段21號,283640.000000,2695069.000000
志良派出所,04-25901040,臺中市和平區平等村中興路2段47號,281717.000000,2692545.000000
環山派出所,04-25802242,臺中市和平區平等村中興路3段48號,279988.000000,2689806.000000
雙崎派出所,04-25911214,臺中市和平區自由村東崎路2段39號,240799.000000,2687383.000000
和平分局,04-25942560,臺中市和平區南勢村東關路3段154號,238222.000000,2674419.000000
和平派出所,04-25941324,臺中市和平區南勢村東關路3段270號,236754.000000,2673768.000000
梨山分駐所,04-25989580,臺中市和平區梨山村中正路103號,275050.000000,2683212.000000
松茂派出所,04-25989692,臺中市和平區梨山村中興路4段54號,276879.000000,2686844.000000
德基派出所,04-25980439,臺中市和平區梨山村和平路2段16之2號,271267.000000,2683485.000000
谷關派出所,04-25951114,臺中市和平區博愛村東關路1段125號,250666.000000,2677501.000000
松鶴派出所,天災毀損,臺中市和平區博愛村東關路1段351號,247247.000000,2674439.000000
雪山派出所,04-5883514,臺中市和平區博愛村雪山路10號,239965.000000,2680261.000000
竹林派出所,04-25911114,臺中市和平區達觀村東崎路1段89號,242427.000000,2688926.000000
桃山派出所,04-25911314,臺中市和平區達觀村東崎路1段桃山巷7之2號,243491.000000,2692665.000000
合作派出所,04-23604922,臺中市東區力行路202號,218879.000000,2671870.000000
東區分駐所,04-22124179,臺中市東區進化路16號,218947.000000,2670706.000000
立德派出所,04-22222842,臺中市東區臺中路99號,217851.000000,2669832.000000
東勢分局,04-25872013,臺中市東勢區北興里豐勢路512號,232527.000000,2683652.000000
東勢派出所,04-25873802,臺中市東勢區北興里豐勢路512號,232527.000000,2683652.000000
中坑派出所,04-25874474,臺中市東勢區隆興里東坑路665號,235201.000000,2681200.000000
石城派出所,04-25874473,臺中市東勢區隆興里泰興里石城街297號,228634.000000,2686800.000000
茅埔派出所,04-25852472,臺中市東勢區慶東里東關路243號,233723.000000,2677350.000000
大墩派出所,04-24724871,臺中市南屯區大墩路229號,214399.000000,2670792.000000
黎明派出所,04-22527457,臺中市南屯區干城街2號,212807.000000,2672336.000000
春社派出所,04-23824719,臺中市南屯區忠勇路23之5號,210517.000000,2670125.000000
南屯派出所,04-23824718,臺中市南屯區黎明路一段1056號,213240.000000,2670522.000000
第四分局,04-23892110,臺中市南屯區豐樂里向心南路811號,213760.000000,2669933.000000
健康派出所,04-22634622,臺中市南區平和里美村南路8號,216113.000000,2668322.000000
勤工派出所,04-22612716,臺中市南區復興路一段235號,214545.000000,2667530.000000
正義派出所,04-22223319,臺中市南區復興路三段157號,216810.000000,2669535.000000
第三分局,04-22224477,臺中市南區復興路三段159號,216817.000000,2669539.000000
五光派出所,04-23381960,臺中市烏日區五光村五光路281號,214095.000000,2665333.000000
溪南派出所,04-23351676,臺中市烏日區北里村溪南路2段638號,214010.000000,2661290.000000
烏日派出所,04-23381402,臺中市烏日區烏日村中山路2段309號,211649.000000,2666819.000000
烏日分局,04-23381448,臺中市烏日區烏日村中山路2段309號,211649.000000,2666819.000000
社口派出所,04-25625392,臺中市神岡區社口村中正路516號,218041.000000,2682414.000000
神岡分駐所,04-25622422,臺中市神岡區神岡村神岡路121號,215359.000000,2683484.000000
梧棲分駐所,04-26562860,臺中市梧棲區中正里中興路210號,202664.000000,2683327.000000
安寧派出所,04-26560343,臺中市梧棲區中棲路2段18號,203125.000000,2682743.000000
三田派出所,04-26222146,臺中市清水區下湳里中山路559號,208197.000000,2687533.000000
大秀派出所,04-26265384,臺中市清水區五權路438號,204688.000000,2686138.000000
大楊派出所,04-26200514,臺中市清水區東山里神清路46號,212547.000000,2685332.000000
清水派出所,04-26222054,臺中市清水區南寧里螯峰路23號,206757.000000,2684909.000000
清水分局,04-26220044,臺中市清水區南寧里鰲峰路23號,206757.000000,2684909.000000
高美派出所,04-26113384,臺中市清水區高美里護岸路29號,205590.000000,2689576.000000
永源派出所,04-25811475,臺中市新社區永源村中和街1段20號,228907.000000,2679347.000000
東興派出所,04-25811476,臺中市新社區東興村興社街1段285號,231829.000000,2677949.000000
新社分駐所,04-25811401,臺中市新社區復盛村興社街2段28之3號,230646.000000,2680951.000000
福中派出所,04-25941364,臺中市新社區福興村美林45號,236323.000000,2672644.000000
頭家派出所,04-25353818,臺中市潭子區得天南街37巷57號,219620.000000,2676424.000000
潭北派出所,04-25361651,臺中市潭子區潭北村潭子街3段56號,220202.000000,2678839.000000
潭子分駐所,04-25348866,臺中市潭子區潭陽村中山路二段二四一巷3號,219855.000000,2677332.000000
龍井分駐所,04-26353054,臺中市龍井區竹坑村沙田路4段245號,203842.000000,2676330.000000
犁份派出所,04-26312719,臺中市龍井區新庄村遊園南路194號,207736.000000,2675311.000000
麗水派出所,04-26395994,臺中市龍井區福田村臨港東路2段317號,201541.000000,2676610.000000
龍東派出所,04-26397043,臺中市龍井區龍東村茄投路67號,202290.000000,2674890.000000
龍津派出所,04-26396084,臺中市龍井區龍津村中央路1段165巷36號,201573.000000,2677340.000000
豐東派出所,04-25286917,臺中市豐原區北陽里豐東路162號,222630.000000,2682583.000000
合作派出所,04-25293134,臺中市豐原區田心里育英路52號,221167.000000,2681960.000000
翁子派出所,04-25226021,臺中市豐原區翁子里豐勢路2段10號,223259.000000,2683919.000000
豐原分局,04-25224684,臺中市豐原區葫蘆里中山路508號,221031.000000,2682808.000000
豐原派出所,04-25228941,臺中市豐原區葫蘆里中山路508號,221031.000000,2682808.000000
頂街派出所,04-20228150,臺中市豐原區豐原里東北街1-1號,221896.000000,2683278.000000
四德派出所,04-23398281,臺中市霧峰區四德里四德路541號,216046.000000,2661700.000000
霧峰派出所,04-23393013,臺中市霧峰區本區村民權街37號,219534.000000,2662467.000000
霧峰分局,04-23302139,臺中市霧峰區吉峰村中正路1236號,219512.000000,2663394.000000
吉峰派出所,04-23334342,臺中市霧峰區吉峰村中正路1236號,219512.000000,2663394.000000
萬豐派出所,04-23302873,臺中市霧峰區萬豐村中正路157號,219083.000000,2657925.000000
文林派出所,02-28812211,臺北市士林區仁勇里大東路80號,303033.000000,2775939.000000
士林分局,02-28813856,臺北市士林區仁勇里大東路80號,303033.000000,2775939.000000
天母派出所,02-28714110,臺北市士林區天和里中山北路7段192號,303741.000000,2779738.000000
永福派出所,02-28616353,臺北市士林區仰德大道3段49號,305693.000000,2779003.000000
芝山岩派出所,02-28813194,臺北市士林區岩山里仰德大道1段16號,304247.000000,2777084.000000
社子派出所,02-28122720,臺北市士林區社園里延平北路6段92號,301280.000000,2775704.000000
山仔后派出所,02-28611295,臺北市士林區陽明里格致路39號,305085.000000,2781092.000000
溪山派出所,02-28411110,臺北市士林區溪山里至善路3段263號,308946.000000,2779163.000000
後港派出所,02-28829373,臺北市士林區福中里福港街151號,302253.000000,2775558.000000
翠山派出所,02-28411423,臺北市士林區臨溪里中社路1段56號,306503.000000,2777869.000000
蘭雅派出所,02-28315001,臺北市士林區蘭興里磺溪街36之1號-,302923.000000,2777693.000000
延平派出所,02-25564340,臺北市大同區永樂里延平北路1段86號,301631.000000,2771657.000000
民生西路派出所,02-25538587,臺北市大同區延平里保安街47之1號,301662.000000,2772435.000000
建成派出所,02-25585463,臺北市大同區建泰里承德路1段80號,302197.000000,2771720.000000
雙連派出所,02-25565856,臺北市大同區星明里民生西路198之1號,302142.000000,2772193.000000
重慶北路派出所,02-25944741,臺北市大同區重慶北路3段320之2號,301804.000000,2774233.000000
民族路派出所,02-25926204,臺北市大同區國慶里重慶北路3段168號,301805.000000,2773495.000000
大橋派出所,02-25945524,臺北市大同區景興里延平北路3段2號,301541.000000,2772882.000000
寧夏路派出所,02-25575011,臺北市大同區雙連里寧夏路89號,301957.000000,2772357.000000
大同分局,02-25577262,臺北市大同區雙連里寧夏路89號,301957.000000,2772357.000000
敦化南路派出所,02-27710400,臺北市大安區仁愛里敦化南路1段236巷26號,305185.000000,2770372.000000
大安分局,02-23259850,臺北市大安區民炤里仁愛路3段2號,303799.000000,2770073.000000
瑞安街派出所,02-27054164,臺北市大安區住安里瑞安街23巷17號,304996.000000,2769335.000000
安和路派出所,02-27025232,臺北市大安區義安里信義路4段216號,305713.000000,2769541.000000
臥龍街派出所,02-27334439,臺北市大安區黎孝里和平東路3段308巷6號,306125.000000,2768136.000000
和平東路派出所,02-23218073,臺北市大安區龍安里和平東路1段143號,303537.000000,2768830.000000
羅斯福路派出所,02-27355761,臺北市大安區羅斯福路4段113巷13號,304383.000000,2767122.000000
長安東路派出所,02-27711932,臺北市中山區力行里長安東路2段165號,304542.000000,2771248.000000
中山分局,02-25412491,臺北市中山區中山北路2段1號,302754.000000,2771706.000000
長春路派出所,02-25062289,臺北市中山區中央里長春路206號,304083.000000,2771936.000000
民權一派出所,02-25314671,臺北市中山區中庄里新生北路2段127之1號,303266.000000,2772515.000000
中山一派出所,02-25519321,臺北市中山區民安里中山北路1段110號,302613.000000,2771415.000000
中山二派出所,02-25412002,臺北市中山區民安里中山北路2段9０號,302727.000000,2772263.000000
建國路派出所,02-25091990,臺北市中山區民族東路284號,304074.000000,2773416.000000
圓山派出所,02-25942750,臺北市中山區圓山里中山北路3段62號,302837.000000,2773935.000000
大直派出所,02-25332984,臺北市中山區劍潭里北安路456號,304885.000000,2774696.000000
泉州街派出所,02-23039915,臺北市中正區中華路2段503號,301689.000000,2768559.000000
忠孝西路派出所,02-23142722,臺北市中正區公園路15號,302196.000000,2770882.000000
中正一分局,02-23716426,臺北市中正區公園路15號,302196.000000,2770882.000000
仁愛路派出所,02-23212067,臺北市中正區文北里仁愛路2段3號1、2樓,302724.000000,2770196.000000
忠孝東路派出所,02-23218656,臺北市中正區幸福里忠孝東路2段10號,303191.000000,2770716.000000
臺北市政府警察局,02-23313561,臺北市中正區延平南路96號,301442.000000,2770733.000000
中正二分局,02-23751825,臺北市中正區南海里南海路35號,301874.000000,2769420.000000
南海路派出所,02-23752835,臺北市中正區南海里南海路35號,301874.000000,2769420.000000
博愛路派出所,02-23142724,臺北市中正區建國里博愛路119號,301619.000000,2770495.000000
思源街派出所,02-23650844,臺北市中正區富永里汀州路3段72號,303687.000000,2767565.000000
介壽路派出所,02-23113081,臺北市中正區黎明里公園路54號,302016.000000,2770305.000000
廈門街派出所,02-23684427,臺北市中正區螢圃里廈門街43號,302211.000000,2768553.000000
南昌路派出所,02-23218148,臺北市中正區龍福里南昌路1段7號,302122.000000,2769455.000000
新生南路派出所,02-23258611,臺北市仁愛3段18號,303802.000000,2770074.000000
大湖派出所,02-27909521,臺北市內湖區大明里成功路5段一1號,310662.000000,2775229.000000
東湖派出所,02-26313350,臺北市內湖區五分里五分街10號,311841.000000,2773386.000000
內湖派出所,02-27900571,臺北市內湖區內湖里內湖路2段261號,309528.000000,2774998.000000
港墘派出所,02-87518690,臺北市內湖區內湖路1段550號,308173.000000,2774628.000000
文德派出所,02-27944946,臺北市內湖區民權東路6段26號,308405.000000,2773279.000000
內湖分局,02-27900505,臺北市內湖區民權路6段101號,309483.000000,2773580.000000
康寧派出所,02-87920061,臺北市內湖區清白里金湖路83號,310274.000000,2774901.000000
潭美派出所,02-27917233,臺北市內湖區週美里新明路324號,308678.000000,2772027.000000
西湖派出所,02-27987505,臺北市內湖區瑞光路515號,307430.000000,2774661.000000
康樂派出所,02-26342237,臺北市內湖區樂康里康樂街110巷16弄20號,312383.000000,2773712.000000
文山一分局,02-29395734,臺北市文山區明義里木柵路2段202號,306905.000000,2764647.000000
木柵派出所,02-29397141,臺北市文山區明義里木柵路2段202號,306905.000000,2764647.000000
木新派出所,02-29372488,臺北市文山區梓腳里木新路3段147號,306680.000000,2763874.000000
景美派出所,02-29313459,臺北市文山區景中街2號,304620.000000,2765082.000000
文山二分局,02-29313843,臺北市文山區景中街2號,304620.000000,2765082.000000
萬芳派出所,02-22391753,臺北市文山區萬芳里萬美街1段50號,307212.000000,2766146.000000
萬盛派出所,02-29312502,臺北市文山區萬祥里羅斯福路5段151號,304396.000000,2766315.000000
指南派出所,02-29382712,臺北市文山區萬興里指南路2段177號,308341.000000,2764494.000000
復興派出所,02-22367140,臺北市文山區試院里木柵路1段54號,305220.000000,2764426.000000
興隆派出所,02-29313842,臺北市文山區興業里興隆路2段156號,305635.000000,2766058.000000
長安派出所,02-28912029,臺北市北投區大同里中央北路1段1號,300548.000000,2780643.000000
北投分局,02-28914521,臺北市北投區大同里中央北路1段1號,300548.000000,2780643.000000
大屯派出所,02-28913971,臺北市北投區中和里中和街534號,299726.000000,2781984.000000
石牌派出所,02-28231513,臺北市北投區文林里文林北路296號,301686.000000,2778047.000000
永明派出所,02-28213110,臺北市北投區永明里石牌路2段10號,301989.000000,2778654.000000
奇岩派出所,02-28954410,臺北市北投區奇岩里公館路209巷11號,301239.000000,2780029.000000
光明派出所,02-28911647,臺北市北投區泉源路14號,300838.000000,2781083.000000
公園派出所,02-28610145,臺北市北投區湖山里紗帽路110號,305308.000000,2782371.000000
竹子湖派出所,02-28616082,臺北市北投區湖田里竹仔湖路16號,304458.000000,2784450.000000
關渡派出所,02-28583864,臺北市北投區關渡里大度路3段305號,296986.000000,2779479.000000
三民派出所,02-27621708,臺北市松山區三民里民生東路5段163之1號,306780.000000,2772445.000000
中崙派出所,02-27711239,臺北市松山區中崙里長安東路2段229之1號,305075.000000,2771245.000000
民有派出所,02-27123638,臺北市松山區民有里民權東路3段162號,305293.000000,2772728.000000
松山派出所,02-27670446,臺北市松山區新聚里八德路4段692號,308234.000000,2771421.000000
東社派出所,02-27135253,臺北市松山區精忠里敦化北路199巷5之1號,305632.000000,2772173.000000
福德街派出所,02-27273424,臺北市信義區大仁里福德街198號,308691.000000,2770039.000000
五分埔派出所,02-27653349,臺北市信義區四育里永吉路333號,308105.000000,2770959.000000
信義分局,02-27234739,臺北市信義區西村里信義路5段17號,307291.000000,2769571.000000
三張犁派出所,02-27295561,臺北市信義區西村里信義路5段17號,307291.000000,2769571.000000
吳興街派出所,02-27398997,臺北市信義區吳興街262號,306916.000000,2768837.000000
六張犁派出所,02-27355068,臺北市信義區黎平里嘉興街301號,306017.000000,2768511.000000
松山分局,02-27782081,臺北市南京東路3段340號,305265.000000,2771599.000000
玉成派出所,02-27886958,臺北市南港區玉成里向陽路150號,310020.000000,2772024.000000
南港分局,02-27839110,臺北市南港區西新里向陽路150號,310020.000000,2772024.000000
南港派出所,02-27830476,臺北市南港區南港里南港路1段156號,311764.000000,2772052.000000
同德派出所,02-27867201,臺北市南港區萬福里同德路83號,309089.000000,2771006.000000
舊莊派出所,02-27822492,臺北市南港區舊莊里舊莊街1段213號,312818.000000,2770183.000000
